,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language,Era,Combined_Features
16415,Ghera Ghaav,2002,,6.4,0,action,hindi,after_2000,action hindi after_2000
16416,The Inevitable Flight: The Documentary,2008,,6.4,0,documentary short,urdu,after_2000,documentary short urdu after_2000
16417,Sokhi Tumi Kar,1980,,6.4,0,drama romance,bengali,1980_1990,drama romance bengali 1980_1990
16418,Phool,1993,,5.1,98,romance,hindi,1990_2000,romance hindi 1990_2000
16419,Second Show,2012,126 min,7.1,1622,action crime,malayalam,after_2000,action crime malayalam after_2000
16420,Bhookambam,1983,,6.5,14,action crime thriller,malayalam,1980_1990,action crime thriller malayalam 1980_1990
16421,Dadar Kirti,1980,154 min,7.2,185,comedy drama,bengali,1980_1990,comedy drama bengali 1980_1990
16422,Amma,1986,135 min,6.2,11,drama,hindi,1980_1990,drama hindi 1980_1990
16423,Zakhmi,1944,,6.4,0,drama,hindi,before_1980,drama hindi before_1980
16424,Theeviravaathi: The Terrorist,1998,95 min,7.0,1914,drama,tamil,1990_2000,drama tamil 1990_2000
16425,Inteha,2003,155 min,5.1,150,action drama thriller,hindi,after_2000,action drama thriller hindi after_2000
16426,Ramude Ravanudaithe,1979,,8.3,35,action drama,telugu,before_1980,action drama telugu before_1980
16427,Pyar Ka Karz,1990,161 min,6.2,26,drama,hindi,1990_2000,drama hindi 1990_2000
16428,Dhoort,2020,,6.4,0,drama,hindi,after_2000,drama hindi after_2000
16429,Dark Blossom,2017,110 min,6.4,0,drama family,marathi,after_2000,drama family marathi after_2000
16430,Bhishma,1944,,6.4,0,drama war,telugu,before_1980,drama war telugu before_1980
16431,Black Shadow,1961,,6.4,0,action,hindi,before_1980,action hindi before_1980
16432,Shaukeen,2004,,6.4,0,thriller,hindi,after_2000,thriller hindi after_2000
16433,Humshakal,1992,,5.5,23,action comedy drama,hindi,1990_2000,action comedy drama hindi 1990_2000
16434,Idhaya Vaasal,1991,,6.4,0,comedy,tamil,1990_2000,comedy tamil 1990_2000
16435,Dhun,1996,,6.4,0,musical,hindi,1990_2000,musical hindi 1990_2000
16436,Vaade Iraade,1994,,5.0,16,drama family romance,hindi,1990_2000,drama family romance hindi 1990_2000
16437,Uski Roti,1970,110 min,7.0,417,drama,hindi,before_1980,drama hindi before_1980
16438,Bhagvad Gita: Song of the Lord,1993,140 min,8.0,39,drama,sanskrit,1990_2000,drama sanskrit 1990_2000
16439,Eai Aronya,2011,,8.1,9,drama,bengali,after_2000,drama bengali after_2000
16440,Asura Guru,2020,120 min,3.2,253,action crime thriller,tamil,after_2000,action crime thriller tamil after_2000
16441,Chinar Daastaan-E-Ishq,2015,116 min,6.8,62,romance,hindi,after_2000,romance hindi after_2000
16442,Kuruthi,2021,,6.4,0,thriller,malayalam,after_2000,thriller malayalam after_2000
16443,Vallarasu,2000,167 min,6.2,38,action thriller,tamil,after_2000,action thriller tamil after_2000
16444,Out of Syllabus,2006,,6.1,10,romance,malayalam,after_2000,romance malayalam after_2000
16445,Banglar Nari,1954,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
16446,Simhadripuram,2016,,6.4,0,drama,tamil,after_2000,drama tamil after_2000
16447,Orae Oru Raja Mokkaraja,2015,140 min,6.4,0,drama,tamil,after_2000,drama tamil after_2000
16448,Savarna deergha sandhi,2019,131 min,8.0,12,family,kannada,after_2000,family kannada after_2000
16449,Badlapur Boys,2014,123 min,4.7,123,drama,hindi,after_2000,drama hindi after_2000
16450,Kalpana House,1989,105 min,5.8,5,drama horror mystery,malayalam,1980_1990,drama horror mystery malayalam 1980_1990
16451,Humsafar,2013,18 min,6.4,0,short romance,urdu,after_2000,short romance urdu after_2000
16452,Sneha Bandham,1973,135 min,6.4,0,drama,telugu,before_1980,drama telugu before_1980
16453,Ajaramara,2017,148 min,6.4,0,drama,kannada,after_2000,drama kannada after_2000
16454,Chathurtho ripu,2018,,6.4,0,drama,bengali,after_2000,drama bengali after_2000
16455,Kalyani,1940,,6.4,0,drama,hindi,before_1980,drama hindi before_1980
16456,Bansuri: The Flute,2021,108 min,6.4,0,drama,hindi,after_2000,drama hindi after_2000
16457,Sarileru Neekevvaru,2020,169 min,5.9,5580,action comedy drama,telugu,after_2000,action comedy drama telugu after_2000
16458,Isabella,1988,,5.9,12,drama,malayalam,1980_1990,drama malayalam 1980_1990
16459,Violin,2011,138 min,4.4,67,drama romance,malayalam,after_2000,drama romance malayalam after_2000
16460,Andamaina Abaddam,2008,,6.4,0,family,telugu,after_2000,family telugu after_2000
16461,Prem Priti Bhalobasha,1999,116 min,6.4,0,drama romance,bengali,1990_2000,drama romance bengali 1990_2000
16462,Chitkini,2017,83 min,6.6,9,drama,bengali,after_2000,drama bengali after_2000
16463,Singaaravelan,1992,151 min,7.2,553,comedy,tamil,1990_2000,comedy tamil 1990_2000
16464,Watan Ke Liye,1939,,6.4,0,action,hindi,before_1980,action hindi before_1980
16465,Mera Ramrajya Nai Kranti,2020,162 min,8.8,16,drama,hindi,after_2000,drama hindi after_2000
16466,Sevarkkodi,2012,120 min,6.4,0,drama,tamil,after_2000,drama tamil after_2000
16467,Valmiki,1991,,6.4,0,drama,hindi,1990_2000,drama hindi 1990_2000
16468,Khote Sikkay,1974,132 min,6.3,108,action crime drama,hindi,before_1980,action crime drama hindi before_1980
16469,Jai Shree Daam,2018,100 min,6.4,0,comedy,nepali,after_2000,comedy nepali after_2000
16470,Dissapointed Dads Helpline,2017,,6.4,0,short comedy,urdu,after_2000,short comedy urdu after_2000
16471,Donga Mogudu,1987,168 min,7.2,73,action comedy,telugu,1980_1990,action comedy telugu 1980_1990
16472,Mian Biwi Aur Woh (Husband Wife & He),2020,15 min,6.4,0,short,urdu,after_2000,short urdu after_2000
16473,Mhorkya,2020,109 min,8.8,10,drama,marathi,after_2000,drama marathi after_2000
16474,Consequence Karma,2021,92 min,6.7,196,drama thriller,hindi,after_2000,drama thriller hindi after_2000
16475,Faramosh,2019,26 min,6.4,0,short mystery,urdu,after_2000,short mystery urdu after_2000
16476,Bhatakte Kadam,1984,,6.4,0,romance,hindi,1980_1990,romance hindi 1980_1990
16477,The Copper Village,2015,90 min,6.4,0,documentary,nepali,after_2000,documentary nepali after_2000
16478,T.D. Dasan Std: VI. B,2010,98 min,7.3,231,drama family,malayalam,after_2000,drama family malayalam after_2000
16479,Dhanban,1991,,6.4,0,drama,bengali,1990_2000,drama bengali 1990_2000
16480,Kiladi Gandu,1991,125 min,6.4,0,action,kannada,1990_2000,action kannada 1990_2000
16481,Konjam Nadinga Saar,2014,127 min,6.4,0,comedy,tamil,after_2000,comedy tamil after_2000
16482,Yaamirukka Bayamey,2014,125 min,7.1,951,comedy horror,tamil,after_2000,comedy horror tamil after_2000
16483,Laal Kabootar,2019,102 min,7.8,627,crime thriller,urdu,after_2000,crime thriller urdu after_2000
16484,Varat,1975,,6.4,0,drama,marathi,before_1980,drama marathi before_1980
16485,Daivanamathil,2005,,6.2,52,drama,malayalam,after_2000,drama malayalam after_2000
16486,Mga Siga sa Looban,1963,,6.4,0,action drama,telugu,before_1980,action drama telugu before_1980
16487,Shanthi Shanthi,1984,,6.4,0,action,hindi,1980_1990,action hindi 1980_1990
16488,Goodly,2010,94 min,6.4,0,drama,bengali,after_2000,drama bengali after_2000
16489,Humdard,1981,,6.4,0,romance,hindi,1980_1990,romance hindi 1980_1990
16490,Dhanush,2009,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
16491,Vijaypath,1994,163 min,5.0,642,action drama romance,hindi,1990_2000,action drama romance hindi 1990_2000
16492,Bhalobasi Sudhu Tomake,2009,,6.4,0,drama,bengali,after_2000,drama bengali after_2000
16493,Fight 1:1,2011,154 min,6.4,0,drama,bengali,after_2000,drama bengali after_2000
16494,Swama Gopuram,1984,,6.4,0,drama,malayalam,1980_1990,drama malayalam 1980_1990
16495,Sadqa Kamli Wale Ka,1981,,6.4,0,drama,hindi,1980_1990,drama hindi 1980_1990
16496,Kumbha Rashi,2013,133 min,6.4,0,drama,kannada,after_2000,drama kannada after_2000
16497,The Lost Tape,2012,,4.9,13,adventure horror,hindi,after_2000,adventure horror hindi after_2000
16498,Ae Dil Hai Mushkil,2016,158 min,5.8,21355,drama music musical,hindi,after_2000,drama music musical hindi after_2000
16499,Akash Kusum,1965,115 min,7.4,74,comedy,bengali,before_1980,comedy bengali before_1980
16500,VIP 5,2007,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
16501,The Man Who Would Be King,1975,129 min,7.8,45655,adventure history war,urdu,before_1980,adventure history war urdu before_1980
16502,Jogula,2003,137 min,6.4,0,drama,kannada,after_2000,drama kannada after_2000
16503,Chingari,1955,,6.4,0,action,hindi,before_1980,action hindi before_1980
16504,Vastadu Naa Raju,2011,135 min,5.8,827,action romance,telugu,after_2000,action romance telugu after_2000
16505,Beyond the 3rd kind,2015,,6.4,0,drama,hindi,after_2000,drama hindi after_2000
16506,Kartha karma kriya,2018,128 min,6.0,20,thriller,telugu,after_2000,thriller telugu after_2000
16507,Pakada Pakadi,2011,,6.4,0,comedy,marathi,after_2000,comedy marathi after_2000
16508,The Dark Jungle,2021,123 min,6.4,0,adventure horror mystery,hindi,after_2000,adventure horror mystery hindi after_2000
16509,Veere Di Wedding,2018,135 min,3.2,11862,comedy,hindi,after_2000,comedy hindi after_2000
16510,Seeking the Reality of Yoga,2017,47 min,6.4,0,documentary,malayalam,after_2000,documentary malayalam after_2000
16511,Anjaneyulu,2009,143 min,4.8,317,action comedy crime,telugu,after_2000,action comedy crime telugu after_2000
16512,Ambuttu Imbuttu Embuttu,2005,145 min,6.4,0,drama,tamil,after_2000,drama tamil after_2000
16513,Paschaataap,1991,,6.4,0,drama,marathi,1990_2000,drama marathi 1990_2000
16514,Kanthan - The Lover of Colour,2018,,6.4,0,drama,malayalam,after_2000,drama malayalam after_2000
16515,Panchama Veda,1990,,6.0,6,romance,kannada,1990_2000,romance kannada 1990_2000
16516,Vaigai Express,2017,122 min,4.7,32,thriller,tamil,after_2000,thriller tamil after_2000
16517,Konte Mogudu Penki Pellam,1980,,6.4,0,comedy,telugu,1980_1990,comedy telugu 1980_1990
16518,Halo,1996,92 min,8.0,447,drama family,hindi,1990_2000,drama family hindi 1990_2000
16519,Sangram,1946,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
16520,Do Rahain,1997,,4.6,15,action drama,hindi,1990_2000,action drama hindi 1990_2000
16521,Thakshak,1999,163 min,5.9,577,action crime drama,hindi,1990_2000,action crime drama hindi 1990_2000
16522,Aroni Tokhon,2017,126 min,6.4,41,biography,bengali,after_2000,biography bengali after_2000
16523,En Aasai Unnoduthan,1983,,6.4,0,drama,tamil,1980_1990,drama tamil 1980_1990
16524,Chandni Raatey,1993,,6.9,9,romance,bengali,1990_2000,romance bengali 1990_2000
16525,Dil Lagal Dupatta Wali Se,2014,135 min,6.4,0,drama,bhojpuri,after_2000,drama bhojpuri after_2000
16526,Kalyana Unnikal,1997,,4.7,10,action comedy,malayalam,1990_2000,action comedy malayalam 1990_2000
16527,Anokha Andaaz,1995,,3.8,9,romance,hindi,1990_2000,romance hindi 1990_2000
16528,Silsila,2009,,6.3,7,drama,nepali,after_2000,drama nepali after_2000
16529,Nethraa,2019,108 min,4.4,11,drama thriller,tamil,after_2000,drama thriller tamil after_2000
16530,Namaste Bali,2015,120 min,2.2,44,drama,malayalam,after_2000,drama malayalam after_2000
16531,Tere Bin Laden,2010,95 min,7.2,10196,comedy drama,punjabi,after_2000,comedy drama punjabi after_2000
16532,Pattiyude Divasam,2001,74 min,6.5,31,comedy drama,malayalam,after_2000,comedy drama malayalam after_2000
16533,Sarcophagus: An Essay on Life as a Teenage Zombie,2004,,6.4,0,short thriller,urdu,after_2000,short thriller urdu after_2000
16534,Kadhimaru,2011,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
16535,Aaja Sanam,1994,,3.7,6,drama romance,hindi,1990_2000,drama romance hindi 1990_2000
16536,Chinnanati Kalalu,1975,,6.4,0,drama,telugu,before_1980,drama telugu before_1980
16537,Thriyathri,1990,,7.9,22,drama,kannada,1990_2000,drama kannada 1990_2000
16538,Aa Bheekara Raathri,1986,,6.4,0,musical,malayalam,1980_1990,musical malayalam 1980_1990
16539,Main Chup Rahungi,1962,147 min,7.3,47,drama family,hindi,before_1980,drama family hindi before_1980
16540,2 States,2020,131 min,6.6,384,comedy romance,malayalam,after_2000,comedy romance malayalam after_2000
16541,Minchu,2009,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
16542,Muddy,2021,,6.4,0,action thriller,telugu,after_2000,action thriller telugu after_2000
16543,Amrit Manthan,1934,155 min,6.0,14,drama,marathi,before_1980,drama marathi before_1980
16544,Murder 3,2013,124 min,4.9,2398,drama mystery thriller,hindi,after_2000,drama mystery thriller hindi after_2000
16545,Main Jatti Punjab Di,1964,,6.4,0,romance,punjabi,before_1980,romance punjabi before_1980
16546,James Pandu,2000,153 min,4.5,20,comedy,tamil,after_2000,comedy tamil after_2000
16547,Torbaaz,2020,133 min,7.0,5613,action drama sport,hindi,after_2000,action drama sport hindi after_2000
16548,Bha Ji in Problem,2013,118 min,7.2,935,comedy,punjabi,after_2000,comedy punjabi after_2000
16549,Chudail Story,2016,100 min,2.4,137,horror thriller,hindi,after_2000,horror thriller hindi after_2000
16550,2 Piece,2005,,6.4,0,drama,hindi,after_2000,drama hindi after_2000
16551,Aurat Teri Yehi Kahani,1988,149 min,4.4,15,drama,hindi,1980_1990,drama hindi 1980_1990
16552,Sister,1980,,6.4,0,drama,hindi,1980_1990,drama hindi 1980_1990
16553,Äidin toive,2015,85 min,6.8,97,documentary biography family,nepali,after_2000,documentary biography family nepali after_2000
16554,Pennpattanam,2010,121 min,4.0,34,drama,malayalam,after_2000,drama malayalam after_2000
16555,Ellaam Inbamayam,1981,136 min,6.9,47,comedy drama,tamil,1980_1990,comedy drama tamil 1980_1990
16556,Sarkari Kelasa Devara Kelasa,2017,121 min,6.4,0,drama,kannada,after_2000,drama kannada after_2000
16557,Narak Guljar,2009,130 min,6.4,0,drama,bengali,after_2000,drama bengali after_2000
16558,Kathiravanin Kodai Mazhai,2016,126 min,6.4,0,drama,tamil,after_2000,drama tamil after_2000
16559,Aadatha Aattamellam,2009,115 min,6.4,0,drama,tamil,after_2000,drama tamil after_2000
16560,Thoongaavanam,2015,128 min,7.0,1977,action crime thriller,tamil,after_2000,action crime thriller tamil after_2000
16561,Amrita,1999,,6.4,0,thriller,hindi,1990_2000,thriller hindi 1990_2000
16562,Kinnerasani,2021,80 min,6.4,0,drama,tamil,after_2000,drama tamil after_2000
16563,Bangalore Naatkal,2016,156 min,5.6,427,drama,tamil,after_2000,drama tamil after_2000
16564,Comma: Alpabiram,2015,,6.4,0,short drama,nepali,after_2000,short drama nepali after_2000
16565,Ye Hai Gudgudee Zindagi Ki,2018,102 min,6.4,0,comedy,hindi,after_2000,comedy hindi after_2000
16566,Chandan,1958,158 min,6.4,0,comedy drama family,hindi,before_1980,comedy drama family hindi before_1980
16567,Raj Sinhasan,1958,,6.4,0,drama history,hindi,before_1980,drama history hindi before_1980
16568,Aarambha,2015,136 min,6.4,0,drama,kannada,after_2000,drama kannada after_2000
16569,Avasaraniko Abaddam,2016,,7.7,26,horror thriller,telugu,after_2000,horror thriller telugu after_2000
16570,Ladies and Gentleman,2013,156 min,3.6,298,comedy,malayalam,after_2000,comedy malayalam after_2000
16571,Jab Harry Met Sejal,2017,143 min,5.3,18931,comedy drama romance,hindi,after_2000,comedy drama romance hindi after_2000
16572,Pulimurugan,2016,161 min,6.8,7023,action,malayalam,after_2000,action malayalam after_2000
16573,Enga Veetu Velan,1992,,5.3,15,drama,tamil,1990_2000,drama tamil 1990_2000
16574,Prudhvi Narayana,2002,,6.4,0,action,telugu,after_2000,action telugu after_2000
16575,Uyyala Jampala,2013,124 min,7.1,944,drama family romance,telugu,after_2000,drama family romance telugu after_2000
16576,Jhalak,2008,130 min,6.4,0,music,hindi,after_2000,music hindi after_2000
16577,Kolara,2017,161 min,6.4,0,drama,kannada,after_2000,drama kannada after_2000
16578,Ab Ye Galtiyan Na Ho,2021,,6.4,0,romance,hindi,after_2000,romance hindi after_2000
16579,Aakhri Station,1965,,6.4,0,drama,urdu,before_1980,drama urdu before_1980
16580,Hard to Change the World,2014,81 min,6.4,0,drama,hindi,after_2000,drama hindi after_2000
16581,Nayakan,2010,,6.5,271,action,malayalam,after_2000,action malayalam after_2000
16582,Mr MBA,2014,,6.4,0,comedy,hindi,after_2000,comedy hindi after_2000
16583,Ek Aur Jung,2001,,5.9,7,action,hindi,after_2000,action hindi after_2000
16584,Moorkhan,1980,,5.4,11,action thriller,malayalam,1980_1990,action thriller malayalam 1980_1990
16585,Baghi Qaidi,1986,,6.4,0,action drama,urdu,1980_1990,action drama urdu 1980_1990
16586,Yugpurush: A Man Who Comes Just Once in a Way,1998,,6.2,215,drama,hindi,1990_2000,drama hindi 1990_2000
16587,Kolumpo,2013,92 min,7.2,12,drama,hindi,after_2000,drama hindi after_2000
16588,Fakir Majnu Shah,1978,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
16589,Huntash,2017,140 min,6.4,0,drama,marathi,after_2000,drama marathi after_2000
16590,Brothers Gibril,2018,27 min,6.4,0,short fantasy mystery,urdu,after_2000,short fantasy mystery urdu after_2000
16591,Jiban Sangram,1972,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
16592,Vinash Kaal,2020,,6.4,0,horror,hindi,after_2000,horror hindi after_2000
16593,Cholay,2021,60 min,6.4,0,action romance,hindi,after_2000,action romance hindi after_2000
16594,Bareilly Ki Barfi,2017,116 min,7.5,19804,comedy romance,hindi,after_2000,comedy romance hindi after_2000
16595,Chota Jadugar,2003,99 min,3.1,101,fantasy,tamil,after_2000,fantasy tamil after_2000
16596,Chuvappu Naada,1990,,6.4,0,drama,malayalam,1990_2000,drama malayalam 1990_2000
16597,Rokto,2016,135 min,5.9,74,action,bengali,after_2000,action bengali after_2000
16598,Mhais,2013,97 min,6.4,0,drama,marathi,after_2000,drama marathi after_2000
16599,Piya Pyare,1934,144 min,2.7,11,adventure fantasy,hindi,before_1980,adventure fantasy hindi before_1980
16600,Paran Bandhu Re,2020,,6.4,0,drama,bengali,after_2000,drama bengali after_2000
16601,Mugguru Monagallu,1983,,6.4,0,drama action,telugu,1980_1990,drama action telugu 1980_1990
16602,Kachian Kalian,1958,,6.4,0,romance,punjabi,before_1980,romance punjabi before_1980
16603,Rashichakra: Mesh,2010,,6.4,0,drama,marathi,after_2000,drama marathi after_2000
16604,Captain Nagarjuna,1986,134 min,6.5,13,drama romance,hindi,1980_1990,drama romance hindi 1980_1990
16605,Mirch Masala,1986,128 min,7.7,1233,drama thriller,hindi,1980_1990,drama thriller hindi 1980_1990
16606,Rudra Simhasanam,2015,177 min,3.3,52,action thriller,malayalam,after_2000,action thriller malayalam after_2000
16607,Sheesha,1986,113 min,7.2,50,drama,hindi,1980_1990,drama hindi 1980_1990
16608,Dholki,2015,136 min,7.0,10,comedy,marathi,after_2000,comedy marathi after_2000
16609,Ponmudy,1982,,6.4,0,drama mystery romance,malayalam,1980_1990,drama mystery romance malayalam 1980_1990
